entry_id,contest_id,contest_name,PG,SG,SF,PF,C,G,F,UTIL,PG_is_locked,SG_is_locked,SF_is_locked,PF_is_locked,C_is_locked,G_is_locked,F_is_locked,UTIL_is_locked
4564174868,171750135,NBA $15K mini-MAX [150 Entry Max],Donte DiVincenzo (37027071) (LOCKED),Buddy Hield (37026973) (LOCKED),Klay Thompson (37026988) (LOCKED),Naz Reid (37026966) (LOCKED),Victor Wembanyama (37026738) (LOCKED),Marcus Smart (37027018),Jonathan Kuminga (37026881) (LOCKED),Anthony Davis (37026740),True,True,True,True,True,True,True,True
4564174869,171750135,NBA $15K mini-MAX [150 Entry Max],Jalen Suggs (37026798) (LOCKED),Buddy Hield (37026973) (LOCKED),Justin Champagnie (37026970) (LOCKED),Alexandre Sarr (37026917) (LOCKED),Kristaps Porzingis (37026796) (LOCKED),Ja Morant (37026768),Jonathan Kuminga (37026881) (LOCKED),Goga Bitadze (37026910) (LOCKED),True,True,True,True,True,True,True,True
4564174870,171750135,NBA $15K mini-MAX [150 Entry Max],Anthony Black (37027031) (LOCKED),Devin Vassell (37026907) (LOCKED),Jaden McDaniels (37027041) (LOCKED),Jayson Tatum (37026744) (LOCKED),Karl#Anthony Towns (37026742) (LOCKED),Jalen Suggs (37026798) (LOCKED),Klay Thompson (37026988) (LOCKED),Kevon Looney (37027075) (LOCKED),True,True,True,True,True,True,True,True
4564174871,171750135,NBA $15K mini-MAX [150 Entry Max],Anthony Black (37027031) (LOCKED),Devin Vassell (37026907) (LOCKED),Nickeil Alexander#Walker (37027116) (LOCKED),Naz Reid (37026966) (LOCKED),Karl#Anthony Towns (37026742) (LOCKED),Jalen Suggs (37026798) (LOCKED),Wendell Carter Jr. (37026930) (LOCKED),Kevin Durant (37026771) (LOCKED),True,True,True,True,True,True,True,True
4564174872,171750135,NBA $15K mini-MAX [150 Entry Max],Luka Doncic (37026735) (LOCKED),Anthony Black (37027031) (LOCKED),Desmond Bane (37026825),Jonathan Kuminga (37026881) (LOCKED),Jusuf Nurkic (37026849) (LOCKED),Devin Vassell (37026907) (LOCKED),Justin Champagnie (37026970) (LOCKED),Dereck Lively II (37026945) (LOCKED),True,True,True,True,True,True,True,True
4564174873,171750135,NBA $15K mini-MAX [150 Entry Max],Mike Conley (37026982) (LOCKED),Anthony Black (37027031) (LOCKED),Bilal Coulibaly (37026927) (LOCKED),Jonathan Kuminga (37026881) (LOCKED),Anthony Davis (37026740),Jordan Poole (37026805) (LOCKED),Klay Thompson (37026988) (LOCKED),Kristaps Porzingis (37026796) (LOCKED),True,True,True,True,True,True,True,True
4564174874,171750135,NBA $15K mini-MAX [150 Entry Max],Cole Anthony (37027044) (LOCKED),Jordan Poole (37026805) (LOCKED),Justin Champagnie (37026970) (LOCKED),LeBron James (37026748),Goga Bitadze (37026910) (LOCKED),Buddy Hield (37026973) (LOCKED),Jaylen Brown (37026775) (LOCKED),Wendell Carter Jr. (37026930) (LOCKED),True,True,True,True,True,True,True,True
4564174875,171750135,NBA $15K mini-MAX [150 Entry Max],Jalen Suggs (37026798) (LOCKED),Anthony Black (37027031) (LOCKED),Jayson Tatum (37026744) (LOCKED),Alexandre Sarr (37026917) (LOCKED),Dereck Lively II (37026945) (LOCKED),Devin Vassell (37026907) (LOCKED),Jaylen Brown (37026775) (LOCKED),Jared Butler (37027124) (LOCKED),True,True,True,True,True,True,True,True
4564174876,171750135,NBA $15K mini-MAX [150 Entry Max],Jalen Suggs (37026798) (LOCKED),Buddy Hield (37026973) (LOCKED),Justin Champagnie (37026970) (LOCKED),Jonathan Kuminga (37026881) (LOCKED),Goga Bitadze (37026910) (LOCKED),Jared Butler (37027124) (LOCKED),LeBron James (37026748),Kyrie Irving (37026783) (LOCKED),True,True,True,True,True,True,True,True
4564174877,171750135,NBA $15K mini-MAX [150 Entry Max],Jared Butler (37027124) (LOCKED),Donte DiVincenzo (37027071) (LOCKED),Justin Champagnie (37026970) (LOCKED),Jonathan Kuminga (37026881) (LOCKED),Anthony Davis (37026740),Luka Doncic (37026735) (LOCKED),Bilal Coulibaly (37026927) (LOCKED),Anthony Black (37027031) (LOCKED),True,True,True,True,True,True,True,True
4564174878,171750135,NBA $15K mini-MAX [150 Entry Max],Austin Reaves (37026858),Devin Vassell (37026907) (LOCKED),Klay Thompson (37026988) (LOCKED),Jonathan Kuminga (37026881) (LOCKED),Kristaps Porzingis (37026796) (LOCKED),Anthony Black (37027031) (LOCKED),Jayson Tatum (37026744) (LOCKED),Jusuf Nurkic (37026849) (LOCKED),True,True,True,True,True,True,True,True
4564174664,171750432,NBA $400 Dime Time [Just $0.10!],Marcus Smart (37027018),Devin Vassell (37026907),Bilal Coulibaly (37026927),Jonathan Kuminga (37026881),Goga Bitadze (37026910),Jalen Brunson (37026780),LeBron James (37026748),Buddy Hield (37026973),True,True,False,True,True,True,True,True
4564174665,171750432,NBA $400 Dime Time [Just $0.10!],Jared Butler (37027124),Anthony Black (37027031),Bilal Coulibaly (37026927),Jonathan Kuminga (37026881),Victor Wembanyama (37026738),Buddy Hield (37026973),LeBron James (37026748),Dereck Lively II (37026945),True,True,False,True,True,True,True,True
4564174666,171750432,NBA $400 Dime Time [Just $0.10!],Jalen Brunson (37026780) (LOCKED),Devin Vassell (37026907) (LOCKED),Justin Champagnie (37026970) (LOCKED),Kevin Durant (37026771) (LOCKED),Dereck Lively II (37026945) (LOCKED),Buddy Hield (37026973) (LOCKED),Bilal Coulibaly (37026927) (LOCKED),Kristaps Porzingis (37026796) (LOCKED),True,True,True,True,True,True,True,True
4564174667,171750432,NBA $400 Dime Time [Just $0.10!],Jared Butler (37027124) (LOCKED),Anthony Black (37027031) (LOCKED),OG Anunoby (37026854) (LOCKED),Jonathan Kuminga (37026881) (LOCKED),Kristaps Porzingis (37026796) (LOCKED),Kyrie Irving (37026783) (LOCKED),Jaylen Brown (37026775) (LOCKED),Goga Bitadze (37026910) (LOCKED),True,True,True,True,True,True,True,True
4564174668,171750432,NBA $400 Dime Time [Just $0.10!],Austin Reaves (37026858),Anthony Black (37027031) (LOCKED),Bilal Coulibaly (37026927) (LOCKED),LeBron James (37026748),Karl#Anthony Towns (37026742) (LOCKED),Jared Butler (37027124) (LOCKED),Wendell Carter Jr. (37026930) (LOCKED),Goga Bitadze (37026910) (LOCKED),True,True,True,True,True,True,True,True
4564174669,171750432,NBA $400 Dime Time [Just $0.10!],Jordan Poole (37026805),Devin Vassell (37026907),Bilal Coulibaly (37026927),Jonathan Kuminga (37026881),Rudy Gobert (37026830),Jared Butler (37027124),LeBron James (37026748),Goga Bitadze (37026910),True,True,False,True,True,True,True,True
4564174670,171750432,NBA $400 Dime Time [Just $0.10!],Jalen Brunson (37026780) (LOCKED),Anthony Black (37027031) (LOCKED),Klay Thompson (37026988) (LOCKED),Jonathan Kuminga (37026881) (LOCKED),Anthony Davis (37026740),Buddy Hield (37026973) (LOCKED),Wendell Carter Jr. (37026930) (LOCKED),Goga Bitadze (37026910) (LOCKED),True,True,True,True,True,True,True,True
4564174671,171750432,NBA $400 Dime Time [Just $0.10!],Jared Butler (37027124) (LOCKED),Jordan Poole (37026805) (LOCKED),Justin Champagnie (37026970) (LOCKED),Jonathan Kuminga (37026881) (LOCKED),Dereck Lively II (37026945) (LOCKED),Austin Reaves (37026858),LeBron James (37026748),Josh Hart (37026811) (LOCKED),True,True,True,True,True,True,True,True
4564174672,171750432,NBA $400 Dime Time [Just $0.10!],Donte DiVincenzo (37027071) (LOCKED),Devin Vassell (37026907) (LOCKED),Klay Thompson (37026988) (LOCKED),Jonathan Kuminga (37026881) (LOCKED),Wendell Carter Jr. (37026930) (LOCKED),Jalen Suggs (37026798) (LOCKED),LeBron James (37026748),Kristaps Porzingis (37026796) (LOCKED),True,True,True,True,True,True,True,True
4564174673,171750432,NBA $400 Dime Time [Just $0.10!],Jared Butler (37027124) (LOCKED),Buddy Hield (37026973) (LOCKED),Klay Thompson (37026988) (LOCKED),Naz Reid (37026966) (LOCKED),Goga Bitadze (37026910) (LOCKED),Luka Doncic (37026735) (LOCKED),LeBron James (37026748),Dereck Lively II (37026945) (LOCKED),True,True,True,True,True,True,True,True
4564174674,171750432,NBA $400 Dime Time [Just $0.10!],Mike Conley (37026982) (LOCKED),Buddy Hield (37026973) (LOCKED),Justin Champagnie (37026970) (LOCKED),Jonathan Kuminga (37026881) (LOCKED),Goga Bitadze (37026910) (LOCKED),Luka Doncic (37026735) (LOCKED),Jaylen Brown (37026775) (LOCKED),Anthony Black (37027031) (LOCKED),True,True,True,True,True,True,True,True
4564174675,171750432,NBA $400 Dime Time [Just $0.10!],Jordan Poole (37026805) (LOCKED),Buddy Hield (37026973) (LOCKED),Klay Thompson (37026988) (LOCKED),Wendell Carter Jr. (37026930) (LOCKED),Julius Randle (37026792) (LOCKED),Anthony Black (37027031) (LOCKED),Jaylen Brown (37026775) (LOCKED),Kristaps Porzingis (37026796) (LOCKED),True,True,True,True,True,True,True,True
4564174676,171750432,NBA $400 Dime Time [Just $0.10!],Cole Anthony (37027044) (LOCKED),Jordan Poole (37026805) (LOCKED),Bilal Coulibaly (37026927) (LOCKED),Wendell Carter Jr. (37026930) (LOCKED),Daniel Gafford (37026980) (LOCKED),Jalen Suggs (37026798) (LOCKED),Jaylen Brown (37026775) (LOCKED),Kristaps Porzingis (37026796) (LOCKED),True,True,True,True,True,True,True,True
4564174677,171750432,NBA $400 Dime Time [Just $0.10!],Anthony Edwards (37026764) (LOCKED),Payton Pritchard (37026888) (LOCKED),Jayson Tatum (37026744) (LOCKED),Jonathan Kuminga (37026881) (LOCKED),Goga Bitadze (37026910) (LOCKED),Anthony Black (37027031) (LOCKED),Wendell Carter Jr. (37026930) (LOCKED),Jaden McDaniels (37027041) (LOCKED),True,True,True,True,True,True,True,True
4564174678,171750432,NBA $400 Dime Time [Just $0.10!],Jalen Suggs (37026798) (LOCKED),Anthony Black (37027031) (LOCKED),Jaylen Brown (37026775) (LOCKED),Jonathan Kuminga (37026881) (LOCKED),Dereck Lively II (37026945) (LOCKED),Donte DiVincenzo (37027071) (LOCKED),Justin Champagnie (37026970) (LOCKED),LeBron James (37026748),True,True,True,True,True,True,True,True
4564174679,171750432,NBA $400 Dime Time [Just $0.10!],Jared Butler (37027124) (LOCKED),Jordan Poole (37026805) (LOCKED),Klay Thompson (37026988) (LOCKED),Julius Randle (37026792) (LOCKED),Dereck Lively II (37026945) (LOCKED),Buddy Hield (37026973) (LOCKED),Jonathan Kuminga (37026881) (LOCKED),Anthony Davis (37026740),True,True,True,True,True,True,True,True
4564174680,171750432,NBA $400 Dime Time [Just $0.10!],Jalen Suggs (37026798) (LOCKED),Anthony Black (37027031) (LOCKED),Jaden McDaniels (37027041) (LOCKED),Jonathan Kuminga (37026881) (LOCKED),Jusuf Nurkic (37026849) (LOCKED),Jordan Poole (37026805) (LOCKED),LeBron James (37026748),Jrue Holiday (37026942) (LOCKED),True,True,True,True,True,True,True,True
4564174681,171750432,NBA $400 Dime Time [Just $0.10!],Jordan Poole (37026805) (LOCKED),Donte DiVincenzo (37027071) (LOCKED),Jaden McDaniels (37027041) (LOCKED),Jonathan Kuminga (37026881) (LOCKED),Goga Bitadze (37026910) (LOCKED),Jalen Suggs (37026798) (LOCKED),Wendell Carter Jr. (37026930) (LOCKED),Anthony Davis (37026740),True,True,True,True,True,True,True,True
4564174682,171750432,NBA $400 Dime Time [Just $0.10!],Mike Conley (37026982) (LOCKED),Jordan Poole (37026805) (LOCKED),Jaden McDaniels (37027041) (LOCKED),Kevin Durant (37026771) (LOCKED),Wendell Carter Jr. (37026930) (LOCKED),Anthony Black (37027031) (LOCKED),Jonathan Kuminga (37026881) (LOCKED),LeBron James (37026748),True,True,True,True,True,True,True,True
4564174683,171750432,NBA $400 Dime Time [Just $0.10!],Jared Butler (37027124) (LOCKED),Buddy Hield (37026973) (LOCKED),Jayson Tatum (37026744) (LOCKED),OG Anunoby (37026854) (LOCKED),Kristaps Porzingis (37026796) (LOCKED),Jalen Brunson (37026780) (LOCKED),Klay Thompson (37026988) (LOCKED),Daniel Gafford (37026980) (LOCKED),True,True,True,True,True,True,True,True
4564174478,171753253,NBA $15K And-One,Jordan Poole (37026805) (LOCKED),Anthony Black (37027031) (LOCKED),Jayson Tatum (37026744) (LOCKED),Jonathan Kuminga (37026881) (LOCKED),Daniel Gafford (37026980) (LOCKED),Jalen Suggs (37026798) (LOCKED),Wendell Carter Jr. (37026930) (LOCKED),Devin Vassell (37026907) (LOCKED),True,True,True,True,True,True,True,True
4564174479,171753253,NBA $15K And-One,Jalen Suggs (37026798) (LOCKED),Anthony Black (37027031) (LOCKED),Jaden McDaniels (37027041) (LOCKED),Kevin Durant (37026771) (LOCKED),Dereck Lively II (37026945) (LOCKED),Jared Butler (37027124) (LOCKED),Jonathan Kuminga (37026881) (LOCKED),Anthony Davis (37026740),True,True,True,True,True,True,True,True
4564174480,171753253,NBA $15K And-One,Cole Anthony (37027044) (LOCKED),Klay Thompson (37026988) (LOCKED),Justin Champagnie (37026970) (LOCKED),Kevin Durant (37026771) (LOCKED),Rudy Gobert (37026830) (LOCKED),Jared Butler (37027124) (LOCKED),LeBron James (37026748),Jalen Suggs (37026798) (LOCKED),True,True,True,True,True,True,True,True
4564174481,171753253,NBA $15K And-One,Kyrie Irving (37026783) (LOCKED),Derrick White (37026821) (LOCKED),Justin Champagnie (37026970) (LOCKED),Jonathan Kuminga (37026881) (LOCKED),Dereck Lively II (37026945) (LOCKED),Jalen Suggs (37026798) (LOCKED),OG Anunoby (37026854) (LOCKED),Goga Bitadze (37026910) (LOCKED),True,True,True,True,True,True,True,True
4564174482,171753253,NBA $15K And-One,Ja Morant (37026768),Buddy Hield (37026973),Bilal Coulibaly (37026927),Jayson Tatum (37026744),Dereck Lively II (37026945),Anthony Black (37027031),Jonathan Kuminga (37026881),Goga Bitadze (37026910),True,True,False,True,True,True,True,True
4564174483,171753253,NBA $15K And-One,Anthony Black (37027031) (LOCKED),Jordan Poole (37026805) (LOCKED),Jayson Tatum (37026744) (LOCKED),Jonathan Kuminga (37026881) (LOCKED),Dereck Lively II (37026945) (LOCKED),Jalen Brunson (37026780) (LOCKED),Klay Thompson (37026988) (LOCKED),Buddy Hield (37026973) (LOCKED),True,True,True,True,True,True,True,True
4564174484,171753253,NBA $15K And-One,Luka Doncic (37026735) (LOCKED),Anthony Black (37027031) (LOCKED),Bilal Coulibaly (37026927) (LOCKED),OG Anunoby (37026854) (LOCKED),Daniel Gafford (37026980) (LOCKED),Jalen Suggs (37026798) (LOCKED),Jonathan Kuminga (37026881) (LOCKED),Justin Champagnie (37026970) (LOCKED),True,True,True,True,True,True,True,True
4564174485,171753253,NBA $15K And-One,Jordan Poole (37026805) (LOCKED),Austin Reaves (37026858),Jaden McDaniels (37027041) (LOCKED),Jonathan Kuminga (37026881) (LOCKED),Jusuf Nurkic (37026849) (LOCKED),Anthony Black (37027031) (LOCKED),Alexandre Sarr (37026917) (LOCKED),Anthony Davis (37026740),True,True,True,True,True,True,True,True
4564174486,171753253,NBA $15K And-One,Cole Anthony (37027044) (LOCKED),Anthony Black (37027031) (LOCKED),Justin Champagnie (37026970) (LOCKED),Jonathan Kuminga (37026881) (LOCKED),Kristaps Porzingis (37026796) (LOCKED),Kyrie Irving (37026783) (LOCKED),Alexandre Sarr (37026917) (LOCKED),LeBron James (37026748),True,True,True,True,True,True,True,True
4564174487,171753253,NBA $15K And-One,Jordan Poole (37026805) (LOCKED),Anthony Black (37027031) (LOCKED),Justin Champagnie (37026970) (LOCKED),LeBron James (37026748),Goga Bitadze (37026910) (LOCKED),Mike Conley (37026982) (LOCKED),Precious Achiuwa (37027135) (LOCKED),Karl#Anthony Towns (37026742) (LOCKED),True,True,True,True,True,True,True,True
4564174488,171753253,NBA $15K And-One,Anthony Black (37027031) (LOCKED),Payton Pritchard (37026888) (LOCKED),Justin Champagnie (37026970) (LOCKED),Naz Reid (37026966) (LOCKED),Victor Wembanyama (37026738) (LOCKED),Cole Anthony (37027044) (LOCKED),LeBron James (37026748),Devin Vassell (37026907) (LOCKED),True,True,True,True,True,True,True,True
4564174489,171753253,NBA $15K And-One,Jalen Suggs (37026798) (LOCKED),Kyrie Irving (37026783) (LOCKED),Jayson Tatum (37026744) (LOCKED),Wendell Carter Jr. (37026930) (LOCKED),Dereck Lively II (37026945) (LOCKED),Jared Butler (37027124) (LOCKED),Justin Champagnie (37026970) (LOCKED),Goga Bitadze (37026910) (LOCKED),True,True,True,True,True,True,True,True
4564174490,171753253,NBA $15K And-One,Jalen Suggs (37026798) (LOCKED),Austin Reaves (37026858),Jayson Tatum (37026744) (LOCKED),Jonathan Kuminga (37026881) (LOCKED),Dereck Lively II (37026945) (LOCKED),Jrue Holiday (37026942) (LOCKED),Bilal Coulibaly (37026927) (LOCKED),Goga Bitadze (37026910) (LOCKED),True,True,True,True,True,True,True,True
4564174491,171753253,NBA $15K And-One,Austin Reaves (37026858),Anthony Black (37027031) (LOCKED),Josh Hart (37026811) (LOCKED),Wendell Carter Jr. (37026930) (LOCKED),Goga Bitadze (37026910) (LOCKED),Klay Thompson (37026988) (LOCKED),LeBron James (37026748),Kristaps Porzingis (37026796) (LOCKED),True,True,True,True,True,True,True,True
4564174492,171753253,NBA $15K And-One,Jrue Holiday (37026942) (LOCKED),Buddy Hield (37026973) (LOCKED),Jayson Tatum (37026744) (LOCKED),Jonathan Kuminga (37026881) (LOCKED),Dereck Lively II (37026945) (LOCKED),Jared Butler (37027124) (LOCKED),Justin Champagnie (37026970) (LOCKED),Anthony Davis (37026740),True,True,True,True,True,True,True,True
4564174493,171753253,NBA $15K And-One,Mike Conley (37026982) (LOCKED),Anthony Black (37027031) (LOCKED),Toumani Camara (37027005) (LOCKED),Jonathan Kuminga (37026881) (LOCKED),Anthony Davis (37026740),Buddy Hield (37026973) (LOCKED),LeBron James (37026748),Goga Bitadze (37026910) (LOCKED),True,True,True,True,True,True,True,True
4564174494,171753253,NBA $15K And-One,Payton Pritchard (37026888) (LOCKED),Buddy Hield (37026973) (LOCKED),Bilal Coulibaly (37026927) (LOCKED),Jonathan Kuminga (37026881) (LOCKED),Anthony Davis (37026740),Jalen Suggs (37026798) (LOCKED),Jaden McDaniels (37027041) (LOCKED),Goga Bitadze (37026910) (LOCKED),True,True,True,True,True,True,True,True
4564174495,171753253,NBA $15K And-One,Anthony Black (37027031) (LOCKED),Buddy Hield (37026973) (LOCKED),Toumani Camara (37027005) (LOCKED),Jayson Tatum (37026744) (LOCKED),Kristaps Porzingis (37026796) (LOCKED),Jared Butler (37027124) (LOCKED),Bilal Coulibaly (37026927) (LOCKED),Karl#Anthony Towns (37026742) (LOCKED),True,True,True,True,True,True,True,True
4564174496,171753253,NBA $15K And-One,Jalen Suggs (37026798) (LOCKED),Buddy Hield (37026973) (LOCKED),Klay Thompson (37026988) (LOCKED),Jonathan Kuminga (37026881) (LOCKED),Goga Bitadze (37026910) (LOCKED),Anthony Black (37027031) (LOCKED),Desmond Bane (37026825),Anthony Davis (37026740),True,True,True,True,True,True,True,True
4564174497,171753253,NBA $15K And-One,Marcus Smart (37027018),Jordan Poole (37026805) (LOCKED),Bilal Coulibaly (37026927) (LOCKED),Alexandre Sarr (37026917) (LOCKED),Goga Bitadze (37026910) (LOCKED),Devin Vassell (37026907) (LOCKED),Jonathan Kuminga (37026881) (LOCKED),Anthony Davis (37026740),True,True,True,True,True,True,True,True
